,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,Unnamed: 0,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
546,2731,1396,3218,38.2,9333,5802,3334,197,1229,166,1,28634,"183,260",40.4,5156,3585,BUNNALOO,NSW,144.641831,-35.893394,MOAMA LPO,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-35.8076446,144.64068840000004,10903118316.0,10903118316.0,109031183.0,Deniliquin Region,10903.0,Upper Murray exc. Albury,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,,V2,PHN110,Murrumbidgee,Murray River,15520.0,Farrer,Rural
547,2732,399,994,26.6,3778,1387,2391,0,264,135,0,43840,"280,575",63.4,5161,3589,BARHAM,NSW,144.230168,-35.54262199999999,BARHAM LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.6249666,144.1386071,10903118315.0,10903118315.0,109031183.0,Deniliquin Region,10903.0,Upper Murray exc. Albury,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,73.6699447631836,V2,PHN110,Murrumbidgee,Murray River,15520.0,Farrer,Rural
548,2733,132,353,32.3,906,588,318,0,114,18,0,12930,"82,749",18.6,5168,3594,DHURAGOON,NSW,144.20613899999995,-35.013711,MOULAMEIN LPO,Delivery Area,Updated 6-Feb-2020,10903.0,Upper Murray exc. Albury,109.0,Murray,R3,-35.1565934,144.188908,10903118313.0,10903118313.0,109031183.0,Deniliquin Region,10903.0,Upper Murray exc. Albury,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,,V2,PHN110,Murrumbidgee,Murray River,15520.0,Farrer,Rural
549,2734,67,206,17.5,929,228,701,0,36,31,0,16137,"103,276",23.3,5172,3598,COOBOOL,NSW,143.387009,-34.770931,New South Wales Country 5,,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.1178,143.78,10903118310.0,10903118310.0,109031183.0,Deniliquin Region,10903.0,Upper Murray exc. Albury,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,63.3056869506836,V2,PHN110,Murrumbidgee,Balranald,10300.0,Farrer,Rural
550,2735,83,207,38.6,556,521,35,0,80,3,0,11092,"70,986",16.0,5186,3608,KORALEIGH,NSW,143.42674499999995,-35.129137,New South Wales Country 5,,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.154,143.499,10903118309.0,10903118309.0,109031183.0,Deniliquin Region,10903.0,Upper Murray exc. Albury,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,72.71214294433591,V2,PHN110,Murrumbidgee,Murray River,15520.0,Farrer,Rural
551,2736,67,181,26.0,719,215,504,0,47,20,0,8459,"54,139",12.2,5188,3609,GOODNIGHT,NSW,143.375822,-34.965178,GOODNIGHT,Delivery Area,Updated 6-Feb-2020,10902.0,Lower Murray,109.0,Murray,R3,-34.959695399999994,143.337473,10902117905.0,10902117905.0,109021179.0,Wentworth-Balranald Region,10902.0,Lower Murray,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,69.8721084594727,V2,PHN110,Murrumbidgee,Murray River,15520.0,Farrer,Rural
552,2737,112,411,18.2,2153,399,1048,706,75,35,2,10850,"69,442",15.8,5190,5584,BENANEE,NSW,142.87381000000005,-34.574113,MILDURA DC,Delivery Area,Updated 6-Feb-2020,10902.0,Lower Murray,109.0,Murray,R3,-34.513995,142.848756,10902117901.0,10902117901.0,109021179.0,Wentworth-Balranald Region,10902.0,Lower Murray,109.0,Murray,3.0,3.0,5.0,5.0,Farrer,56.8653907775879,V2,PHN107,Western NSW,Balranald,10300.0,Farrer,Rural
553,2738,377,653,37.4,3701,1392,2309,0,244,133,0,25191,"161,221",36.7,5192,5586,GOL GOL,NSW,142.225122,-34.164709,MILDURA DC,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.166667,142.216667,10902117805.0,10902117805.0,109021178.0,Wentworth - Buronga,10902.0,Lower Murray,109.0,Murray,3.0,3.0,3.0,3.0,Farrer,43.702239990234396,V2,PHN107,Western NSW,Wentworth,18200.0,Farrer,Rural
554,2739,244,733,24.6,4156,914,1593,1649,180,61,3,26319,"168,444",38.7,5197,20648,BOEILL CREEK,NSW,142.1056955,-34.15375195,Buronga,Delivery Area,Updated 6-Feb-2020,10902.0,Lower Murray,109.0,Murray,R3,-34.1433,142.12,10902117820.0,10902117820.0,109021178.0,Wentworth - Buronga,10902.0,Lower Murray,109.0,Murray,3.0,3.0,3.0,3.0,Farrer,45.458290100097706,V2,PHN107,Western NSW,Wentworth,18200.0,Farrer,Rural
555,2745,4105,10763,31.6,27363,16847,10516,0,3402,703,0,203097,"1,299,822",262.9,5200,5590,GLENMORE PARK,NSW,150.671487,-33.871340999999994,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12701.0,Bringelly - Green Valley,127.0,Sydney - South West,R1,-33.79,150.67600000000004,12403146034.0,12403146034.0,124031460.0,Glenmore Park - Regentville,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Lindsay,82.1018905639648,N1,PHN105,South Western Sydney,Penrith,16350.0,Lindsay,Outer Metropolitan
556,2747,6118,18032,30.3,38578,27766,9752,1060,5469,647,2,210898,"1,349,745",271.5,5206,20650,CADDENS,NSW,150.7376907,-33.77413222,Werrington Downs,Delivery Area,Updated 6-Feb-2020,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,R1,-33.7745,150.737,12403146211.0,12403146211.0,124031462.0,Kingswood - Werrington,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Lindsay,44.7451362609863,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Lindsay,Outer Metropolitan
557,2748,260,574,31.4,2625,959,1666,0,180,80,0,37092,"237,389",48.2,5218,5605,ORCHARD HILLS,NSW,150.72319,-33.811042,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12405.0,St Marys,124.0,Sydney - Outer West and Blue Mountains,R1,-33.818067,150.7330562,12403146317.0,12403146317.0,124031463.0,Mulgoa - Luddenham - Orchard Hills,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Lindsay,,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,McMahon,Outer Metropolitan
558,2749,2001,6269,27.4,12882,8078,4804,0,1716,285,0,99010,"633,665",127.3,5219,5606,CASTLEREAGH,NSW,150.686816,-33.702167,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,R1,-33.6719,150.6784,12403145822.0,12403145822.0,124031458.0,Castlereagh - Cranebrook,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Lindsay,,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Lindsay,Outer Metropolitan
559,2750,4579,17346,23.4,30633,17783,11871,979,4055,522,2,321400,"2,056,959",416.3,5221,5608,EMU HEIGHTS,NSW,150.678551,-33.755476,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,R1,-33.735209999999995,150.6503,12403145924.0,12403145924.0,124031459.0,Emu Plains - Leonay,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Lindsay,24.4036502838135,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Lindsay,Outer Metropolitan
560,2752,857,1674,39.5,6005,3159,2846,0,661,196,0,43846,"280,617",57.0,5230,5617,SILVERDALE,NSW,150.585995,-33.936534,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12701.0,Bringelly - Green Valley,127.0,Sydney - South West,R1,-33.9056974,150.6144729,12403146501.0,12403146501.0,124031465.0,Warragamba - Silverdale,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,2.0,2.0,2.0,2.0,Hume,,N1,PHN105,South Western Sydney,Camden,11450.0,Hume,Provincial
561,2753,1805,6174,23.3,13471,6647,6526,298,1438,366,1,182504,"1,168,028",235.2,5232,5619,AGNES BANKS,NSW,150.646053,-33.604022,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,R3,-33.61529,150.71616,12404146603.0,12404146603.0,124041466.0,Richmond - Clarendon,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Macquarie,Provincial
562,2754,951,2305,34.1,6424,3955,2469,0,786,165,0,51263,"328,083",66.7,5241,5627,NORTH RICHMOND,NSW,150.72802,-33.557893,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,R3,-33.5817778,150.7150959,12404146617.0,12404146617.0,124041466.0,Richmond - Clarendon,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,50.353851318359396,N1,PHN104,Nepean Blue Mountains,The Hills Shire,17420.0,Macquarie,Provincial
563,2756,3994,12972,23.3,32431,14561,17870,0,3019,975,0,344062,"2,201,995",448.0,5244,5631,BLIGH PARK,NSW,150.88744,-33.466271,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,R3,-33.638000000000005,150.799,12404146744.0,12404146744.0,124041467.0,Windsor - Bligh Park,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,93.0555648803711,N1,PHN104,Nepean Blue Mountains,The Hills Shire,17420.0,Macquarie,Provincial
564,2757,101,291,21.0,928,303,625,0,61,40,0,9511,"60,868",12.3,5273,5657,KURMOND,NSW,150.69208600000005,-33.554839,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11503.0,Hawkesbury,115.0,Sydney - Baulkham Hills and Hawkesbury,R3,-33.5517656,150.7011034,11503130016.0,11503130016.0,115031300.0,Kurrajong Heights - Ebenezer,11503.0,Hawkesbury,115.0,Sydney - Baulkham Hills and Hawkesbury,2.0,2.0,2.0,2.0,Macquarie,97.1375045776367,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Macquarie,Provincial
565,2758,1193,3150,28.6,8343,4251,4092,0,902,291,0,99390,"636,097",128.7,5274,5658,BERAMBING,NSW,150.601824,-33.483614,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.5334,150.4438,11503129902.0,11503129902.0,115031299.0,Bilpin - Colo - St Albans,11503.0,Hawkesbury,115.0,Sydney - Baulkham Hills and Hawkesbury,2.0,2.0,5.0,5.0,Macquarie,423.385864257813,N1,PHN104,Nepean Blue Mountains,Hawkesbury,13800.0,Macquarie,Provincial
566,2759,3366,8886,34.5,20420,14176,5545,699,3068,296,2,215354,"1,378,264",282.8,5285,5667,ERSKINE PARK,NSW,150.781767,-33.822520000000004,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12405.0,St Marys,124.0,Sydney - Outer West and Blue Mountains,R1,-33.81323,150.80143,12405146907.0,12405146907.0,124051469.0,Erskine Park,12405.0,St Marys,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,McMahon,,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,McMahon,Outer Metropolitan
567,2760,3119,14039,20.6,18822,13086,5614,122,2892,226,1,199984,"1,279,896",260.5,5287,5669,COLYTON,NSW,150.780073,-33.763976,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12405.0,St Marys,124.0,Sydney - Outer West and Blue Mountains,R1,-33.7830958,150.7954903,12405147113.0,12405158017.0,124051580.0,Colyton - Oxley Park,12405.0,St Marys,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Lindsay,52.0034027099609,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Lindsay,Outer Metropolitan
568,2761,4757,10310,41.8,28662,20049,8243,370,4314,441,2,161148,"1,031,345",210.9,5294,5675,COLEBEE,NSW,150.84746,-33.742006,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603.0,Mount Druitt,116.0,Sydney - Blacktown,R1,-33.721,150.855,11602131202.0,11602131239.0,116021312.0,Riverstone - Marsden Park,11602.0,Blacktown - North,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Chifley,,N1,PHN103,Western Sydney,Blacktown,10750.0,Chifley,Outer Metropolitan
569,2762,2840,2129,,20805,14968,5837,0,2423,417,0,44600,"285,442",57.9,5301,5682,SCHOFIELDS,NSW,150.880097,-33.700603,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11602.0,Blacktown - North,116.0,Sydney - Blacktown,R1,-33.7044482,150.8667511,11602131225.0,11602131225.0,116021312.0,Riverstone - Marsden Park,11602.0,Blacktown - North,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Greenway,42.9403305053711,N1,PHN103,Western Sydney,Blacktown,10750.0,Greenway,Outer Metropolitan
570,2763,3756,9334,36.9,19465,15273,4192,0,3442,314,0,116560,"745,987",150.1,5303,5683,ACACIA GARDENS,NSW,150.89547,-33.725619,SEVEN HILLS DF,Delivery Area,Updated 6-Feb-2020,11602.0,Blacktown - North,116.0,Sydney - Blacktown,R1,-33.7322,150.917,11602131116.0,11602156204.0,116021562.0,Acacia Gardens,11602.0,Blacktown - North,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Greenway,41.5061683654785,N1,PHN103,Western Sydney,Blacktown,10750.0,Greenway,Outer Metropolitan
571,2765,7632,5754,,65225,37791,24199,3235,5990,1636,6,218606,"1,399,076",284.9,5306,23886,ANGUS,NSW,150.79576,-33.672237,Riverstone,,Updated 3-Dec-2022,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,R1,-33.6886,150.78165,12404146803.0,12404146803.0,124041468.0,Yarramundi - Londonderry,12404.0,Richmond - Windsor,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Greenway,,N1,PHN104,Nepean Blue Mountains,Blacktown,10750.0,Mitchell,Outer Metropolitan
572,2766,1717,5079,30.2,18889,6838,6377,5674,1536,172,9,195351,"1,250,245",256.8,5319,5693,EASTERN CREEK,NSW,150.850764,-33.810388,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603.0,Mount Druitt,116.0,Sydney - Blacktown,R1,-33.8071983,150.8514864,11603131802.0,11603131802.0,116031318.0,Prospect Reservoir,11603.0,Mount Druitt,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Chifley,,N1,PHN103,Western Sydney,Fairfield,12850.0,McMahon,Outer Metropolitan
573,2767,3418,8204,39.4,14764,12406,2358,0,3232,186,0,86649,"554,553",111.5,5321,20659,BUNGARRIBEE,NSW,150.8651828,-33.77972161,Sydney Metro,Delivery Area,Updated 6-Feb-2020,11603.0,Mount Druitt,116.0,Sydney - Blacktown,R1,-33.7778,150.864,11603131920.0,11603131920.0,116031319.0,Rooty Hill - Minchinbury,11603.0,Mount Druitt,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Chifley,36.216770172119105,N1,PHN103,Western Sydney,Blacktown,10750.0,Chifley,Outer Metropolitan
574,2768,4240,8898,43.4,22620,17386,5234,0,3858,382,0,112710,"721,344",145.2,5324,5697,GLENWOOD,NSW,150.922732,-33.737863,SEVEN HILLS DF,Delivery Area,Updated 6-Feb-2020,11602.0,Blacktown - North,116.0,Sydney - Blacktown,R1,-33.7398598,150.9385702,11602130932.0,11602130932.0,116021309.0,Glenwood,11602.0,Blacktown - North,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Greenway,,N1,PHN103,Western Sydney,Blacktown,10750.0,Greenway,Outer Metropolitan
575,2769,2799,6717,35.8,17879,12807,5072,0,2408,391,0,51657,"330,608",66.5,5327,6,THE PONDS,NSW,150.9054927,-33.7054643,SEVEN HILLS DF,Delivery Area,Updated 25-Mar-2020 AUSPOST,11602.0,Blacktown - North,116.0,Sydney - Blacktown,R1,-33.7031923,150.9016476,11602131224.0,11602131240.0,116021312.0,Riverstone - Marsden Park,11602.0,Blacktown - North,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Greenway,57.948795318603494,N1,PHN103,Western Sydney,Blacktown,10750.0,Greenway,Outer Metropolitan
576,2770,4945,19398,23.8,26822,19935,6327,560,4619,324,2,262639,"1,680,888",338.4,5328,5700,BIDWILL,NSW,150.810246,-33.756443,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603.0,Mount Druitt,116.0,Sydney - Blacktown,R1,-33.73155560000001,150.8231418,11603131323.0,11603131323.0,116031313.0,Bidwill - Hebersham - Emerton,11603.0,Mount Druitt,116.0,Sydney - Blacktown,1.0,1.0,1.0,1.0,Chifley,45.178993225097706,N1,PHN103,Western Sydney,Blacktown,10750.0,McMahon,Outer Metropolitan
577,2773,851,2218,34.2,4540,3354,1186,0,758,93,0,37305,"238,749",47.9,5341,5713,GLENBROOK,NSW,150.62678799999995,-33.768837,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.766667,150.619444,12401145007.0,12401145007.0,124011450.0,Blaxland - Warrimoo - Lapstone,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Macquarie,Provincial
578,2774,1704,4960,31.8,8620,6833,1787,0,1575,129,0,71831,"459,717",92.3,5343,5715,BLAXLAND,NSW,150.62902,-33.732671,BLAXLAND EAST LPO,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.75,150.616667,12401145015.0,12401145015.0,124011450.0,Blaxland - Warrimoo - Lapstone,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,274.315521240234,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Macquarie,Provincial
579,2775,249,852,26.1,1482,950,532,0,222,27,0,26881,"172,039",34.8,5347,5719,CENTRAL MACDONALD,NSW,150.91863899999996,-33.305478,WISEMANS FERRY LPO,Delivery Area,Updated 6-Feb-2020,11503.0,Hawkesbury,115.0,Sydney - Baulkham Hills and Hawkesbury,R3,-33.332,150.975,11503129908.0,11503129908.0,115031299.0,Bilpin - Colo - St Albans,11503.0,Hawkesbury,115.0,Sydney - Baulkham Hills and Hawkesbury,2.0,2.0,5.0,5.0,Macquarie,186.122146606445,N1,PHN108,Hunter New England and Central Coast,Hawkesbury,13800.0,Robertson,Provincial
580,2776,632,1580,36.4,3099,2357,742,0,575,57,0,24214,"154,972",31.1,5365,5452,FAULCONBRIDGE,NSW,150.553111,-33.666855,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.6863276,150.5501477,12401145438.0,12401145438.0,124011454.0,Springwood - Winmalee,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,394.146881103516,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
581,2777,2460,6691,33.2,12863,9047,3667,149,2223,236,1,116062,"742,795",149.2,5366,5453,HAWKESBURY HEIGHTS,NSW,150.587962,-33.692534,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.666667,150.65,12401145406.0,12401145406.0,124011454.0,Springwood - Winmalee,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,,N1,PHN104,Nepean Blue Mountains,Penrith,16350.0,Macquarie,Provincial
582,2778,428,983,41.2,1892,1614,278,0,405,23,0,15917,"101,870",20.4,5372,5459,LINDEN,NSW,150.484549,-33.728545000000004,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.715556,150.496111,12401145322.0,12401145322.0,124011453.0,Lawson - Hazelbrook - Linden,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
583,2779,673,2099,30.0,3129,2516,613,0,629,44,0,28924,"185,112",37.1,5374,5461,HAZELBROOK,NSW,150.45933,-33.7237,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.7284065,150.45732969999997,12401145309.0,12401145309.0,124011453.0,Lawson - Hazelbrook - Linden,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,645.5775146484381,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
584,2780,1697,7128,22.2,8845,6290,2555,0,1579,118,0,111048,"710,709",145.9,5375,5462,KATOOMBA,NSW,150.43563899999995,-33.832923,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.7125,150.31194399999995,12401145237.0,12401145237.0,124011452.0,Katoomba - Leura,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,564.12451171875,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
585,2782,935,3014,29.1,4707,3772,935,0,876,59,0,48722,"311,823",62.5,5380,5467,WENTWORTH FALLS,NSW,150.366015,-33.704415999999995,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.7206345,150.3790612,12401145511.0,12401145511.0,124011455.0,Wentworth Falls,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,899.0571899414059,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
586,2783,373,1155,30.1,1735,1306,429,0,348,25,0,19343,"123,795",24.8,5381,5468,LAWSON,NSW,150.431839,-33.725566,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.725641700000004,150.43703380000005,12401145318.0,12401145318.0,124011453.0,Lawson - Hazelbrook - Linden,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,708.320922851563,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
587,2784,208,559,35.1,898,735,163,0,196,12,0,8394,"53,723",10.8,5382,5469,BULLABURRA,NSW,150.407048,-33.729916,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.727970899999995,150.4167407,12401145305.0,12401145305.0,124011453.0,Lawson - Hazelbrook - Linden,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,1.0,1.0,1.0,1.0,Macquarie,753.793334960938,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
588,2785,772,2958,24.7,3845,2962,883,0,730,42,0,4489,"28,731",5.9,5383,5470,BLACKHEATH,NSW,150.181517,-33.707725,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.635556,150.283611,12401144913.0,12401144913.0,124011449.0,Blackheath - Megalong Valley,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,2.0,2.0,3.0,3.0,Macquarie,503.920715332031,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
589,2786,215,899,21.8,1076,805,271,0,196,19,0,5224,"33,431",6.7,5387,5473,BELL,NSW,150.317795,-33.533055,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.514,150.279,12401144908.0,12401144908.0,124011449.0,Blackheath - Megalong Valley,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,2.0,2.0,5.0,5.0,Macquarie,1017.1427001953101,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900.0,Macquarie,Provincial
590,2787,678,2143,27.7,5818,2694,1130,1994,593,84,1,40069,"256,440",52.5,5392,5478,BLACK SPRINGS,NSW,150.153221,-34.06024,OBERON LPO,Delivery Area,Updated 6-Feb-2020,12403.0,Penrith,124.0,Sydney - Outer West and Blue Mountains,R3,-33.8602079,149.7364678,10301106106.0,10301106106.0,103011061.0,Oberon,10301.0,Bathurst,103.0,Central West,2.0,2.0,5.0,5.0,Calare,,N2,PHN107,Western NSW,Wollondilly,18400.0,Hume,Provincial
591,2790,1948,7506,22.6,12611,7756,4429,426,1696,250,2,162605,"1,040,672",214.3,5413,5498,BEN BULLEN,NSW,150.356874,-33.310653,LITHGOW DC,Delivery Area,Updated 6-Feb-2020,12401.0,Blue Mountains,124.0,Sydney - Outer West and Blue Mountains,R3,-33.239963,150.01944269999996,10303107128.0,10303107128.0,103031071.0,Lithgow Region,10303.0,Lithgow - Mudgee,103.0,Central West,2.0,2.0,5.0,5.0,Calare,1068.46130371094,N2,PHN107,Western NSW,Lithgow,14870.0,Calare,Rural
592,2791,62,156,31.4,470,232,238,0,49,13,0,6491,"41,540",9.2,5457,5524,CARCOAR,NSW,149.164475,-33.634941,CARCOAR LPO,Delivery Area,Updated 6-Feb-2020,10304.0,Orange,103.0,Central West,R3,-33.6143701,149.141477,10304107611.0,10304107611.0,103041076.0,Blayney,10304.0,Orange,103.0,Central West,2.0,2.0,5.0,5.0,Calare,,N2,PHN107,Western NSW,Blayney,10850.0,Calare,Rural
593,2792,61,208,25.5,489,253,236,0,53,8,0,7418,"47,478",10.5,5459,5526,BURNT YARDS,NSW,149.08632,-33.626627,MANDURAMA LPO,Delivery Area,Updated 6-Feb-2020,10304.0,Orange,103.0,Central West,R3,-33.60301079999999,149.0544341,10304107616.0,10304107616.0,103041076.0,Blayney,10304.0,Orange,103.0,Central West,2.0,2.0,5.0,5.0,Calare,,N2,PHN107,Western NSW,Blayney,10850.0,Riverina,Rural
594,2793,217,590,34.9,1062,922,140,0,206,11,0,15976,"102,248",22.7,5461,5528,DARBYS FALLS,NSW,148.90873,-33.783955,WOODSTOCK LPO,Delivery Area,Updated 6-Feb-2020,10304.0,Orange,103.0,Central West,R3,-33.92019439999999,148.86786130000004,10302106414.0,10302106414.0,103021064.0,Cowra Region,10302.0,Lachlan Valley,103.0,Central West,2.0,2.0,5.0,5.0,Riverina,865.3840942382809,N2,PHN107,Western NSW,Cowra,12350.0,Riverina,Rural
